id,model,fuel_percent,online,ignition,speed_mode,speed,signal_level,satellites,voltage,firmware_version,sim_operator,qr,status_group,alarms,updated,address,latitude,longitude,geozone,idle_time,calibration,company,imei_id,imei,iccid,color,roller,modification,created_at,hidden,summon_mode
1490,Экоскат Кашалот,98 %,Да,Нет,2️⃣,0 км/ч,🟢 97,🟢 25 sat,"53,028 V",SCO2-1.72,SIM,QR 1490,на линии,Yes,🟢 <5 min,,53.187055,158.386838,,4 часа,42-53V,Камчатка [ИП Гросфельд] [+],"1,01004E+15",,8970147000029135472,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1505,Экоскат Кашалот,8 %,Да,Нет,1️⃣,8 км/ч,🟢 90,🔴 0 sat,"42,801 V",SCO2-1.72,SIM,QR 1505,на линии,No,🟢 <5 min,,0,0,,1 день,42-53V,Камчатка [ИП Гросфельд] [+],1010040815024505,,8970147000029135571,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1511,Экоскат Кашалот,0 %,Да,Нет,2️⃣,8 км/ч,🟢 94,🔴 0 sat,"41,449 V",SCO2-1.68,SIM,QR 1511,на линии,No,🟢 <5 min,,51.329063,158.804771,,1 день,42-53V,Камчатка [ИП Гросфельд] [+],1010040815024511,,8970147000029135589,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1514,Экоскат Кашалот,37 %,Да,Нет,2️⃣,1 км/ч,🟢 87,🟢 8 sat,"46,105 V",SCO2-1.68,SIM,QR 1514,на линии,Yes,🟢 <5 min,,53.023728,158.643898,Камчатка | Площадь Ленина,3 часа,42-53V,Камчатка [ИП Гросфельд] [+],1010040815024514,,8970147000029135522,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1530,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,8 км/ч,🟢 100,🔴 0 sat,770 V,SCO2-1.68,SIM,QR 1530,на линии,Yes,🔴 >10 min,,50.178580,158.496578,,3 дня,42-53V,Камчатка [ИП Гросфельд] [+],"1,01004E+15",,8970147000029135456,Салатовый,Мягкий,,2025-09-23 13:11:53,❌ No,No
1549,Экоскат Кашалот,83 %,Да,Нет,3️⃣,0 км/ч,🟢 71,🟢 12 sat,"51,787 V",SCO2-1.74,SIM,QR 1549,на линии,Yes,🟢 <5 min,,53.021435,158.646781,,1 день,42-53V,Камчатка [ИП Гросфельд] [+],1010040815024549,,8970147000029135555,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1556,Экоскат Кашалот,8 %,Да,Нет,3️⃣,8 км/ч,🟢 97,🔴 0 sat,"42,801 V",SCO2-1.71,SIM,QR 1556,на линии,Yes,🟢 <5 min,,0,0,,11 часов,42-53V,Камчатка [ИП Гросфельд] [+],1010040815024556,,8970147000029135449,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1558,Экоскат Кашалот,100 %,Да,Нет,2️⃣,4 км/ч,🟢 81,🔴 0 sat,"53,301 V",SCO2-1.70,SIM,QR 1558,на линии,No,🟢 <5 min,,50.188353,158.361275,,8 часов,42-53V,Камчатка [ИП Гросфельд] [+],1010040815024558,,8970147000029135639,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
195,Экоскат Кашалот,63 %,Нет,Нет,1️⃣,0 км/ч,🟢 80,🟢 19 sat,"49,680 V",SCO-5.08,SIM,QR 195,на линии,Yes,🔴 >10 min,,61.003622,69.020092,Ханты-Мансийск | Центральная площадь,4 месяца,42-53V,Ханты-Мансийск [ИП Карасев] [+],"1,01004E+15",,897010220241083873,Синий,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
284,Экоскат Кашалот,0 %,Нет,Нет,2️⃣,0 км/ч,🟢 64,🟢 17 sat,0 V,SCO-5.08,SIM,QR 284,на линии,Yes,🔴 >10 min,,61.005008,69.027075,Ханты-Мансийск | Парк Бориса Лосева,4 месяца,42-53V,Ханты-Мансийск [ИП Карасев] [+],1010040815021886,,8970199220443588125,Синий,Мягкий,,2024-09-06 23:40:24,❌ No,No
395,Экоскат Кашалот,0 %,Нет,Нет,2️⃣,2 км/ч,🟢 52,🟢 8 sat,0 V,SCO-5.08,SIM,QR 395,на линии,Yes,🔴 >10 min,,60.965255,69.028505,Ханты-Мансийск | Гриль-Парк «FINLAND»,3 месяца,42-53V,Ханты-Мансийск [ИП Карасев] [+],1010040815021839,,8970199220443588083,Синий,Жесткий,Обычный,2024-09-06 23:40:24,❌ No,No
190,Экоскат Кашалот,0 %,Нет,Нет,1️⃣,0 км/ч,🟢 56,🟢 17 sat,0 V,SCO-5.08,SIM,QR 190,на линии,Yes,🔴 >10 min,,62.146890,65.432323,Нягань | Площадь,3 месяца,42-53V,Нягань [ИП Карасев] [+],1010040815022078,,8970199220443588158,Синий,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
191,Экоскат Кашалот,0 %,Нет,Нет,1️⃣,0 км/ч,🟢 97,🟢 15 sat,0 V,SCO-5.08,SIM,QR 191,на линии,Yes,🔴 >10 min,,62.146943,65.432368,Нягань | Площадь,3 месяца,42-53V,Нягань [ИП Карасев] [+],1010040815022261,,8970199220443583894,Малиновый,Средний,Обычный,2024-09-06 23:40:24,❌ No,No
196,Экоскат Кашалот,0 %,Нет,Нет,2️⃣,0 км/ч,🟢 68,🟢 18 sat,0 V,SCO-5.08,SIM,QR 196,на линии,Yes,🔴 >10 min,,62.146813,65.432343,Нягань | Площадь,3 месяца,42-53V,Нягань [ИП Карасев] [+],1010040815022255,,8970199220443588273,Синий,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
224,Экоскат Кашалот,0 %,Нет,Нет,2️⃣,0 км/ч,🟡 48,🔴 0 sat,0 V,SCO-5.08,SIM,QR 224,-,Yes,🔴 >10 min,,62.148578,65.427397,,3 месяца,42-53V,Нягань [ИП Карасев] [+],1010040815021909,,8970199240120337943,Малиновый,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
301,Экоскат Кашалот,0 %,Нет,Нет,1️⃣,0 км/ч,🟢 96,🟢 16 sat,0 V,SCO-5.08,SIM,QR 301,на линии,Yes,🔴 >10 min,,62.146882,65.432392,Нягань | Площадь,3 месяца,42-53V,Нягань [ИП Карасев] [+],1010040815022032,,897010223875872926,Малиновый,Мягкий,,2024-09-06 23:40:24,❌ No,No
315,Экоскат Кашалот,61 %,Нет,Нет,2️⃣,0 км/ч,🟢 68,🟢 16 sat,"49,344 V",SCO-5.08,SIM,QR 315,на линии,Yes,🔴 >10 min,,62.146800,65.432343,Нягань | Площадь,3 месяца,42-53V,Нягань [ИП Карасев] [+],1010040815022016,,897010223875872983,Малиновый,Средний,,2024-09-06 23:40:24,❌ No,No
333,Экоскат Кашалот,100 %,Нет,Нет,2️⃣,0 км/ч,🟢 97,🟢 23 sat,"65,440 V",SCO-5.08,SIM,QR 333,на линии,Yes,🔴 >10 min,,62.146867,65.432368,Нягань | Площадь,3 месяца,42-53V,Нягань [ИП Карасев] [+],1010040815022869,,897010223875872751,Синий,Средний,,2024-09-06 23:40:24,❌ No,No
394,Экоскат Кашалот,0 %,Нет,Нет,1️⃣,0 км/ч,🟢 80,🟢 16 sat,0 V,SCO-5.08,SIM,QR 394,на линии,Yes,🔴 >10 min,,62.146863,65.432397,Нягань | Площадь,3 месяца,42-53V,Нягань [ИП Карасев] [+],1010040815022267,,8970199231003705074,Малиновый,Жесткий,Обычный,2024-09-06 23:40:24,❌ No,No
397,Экоскат Кашалот,1 %,Нет,Нет,2️⃣,0 км/ч,🟢 60,🟢 16 sat,0 V,SCO-5.08,SIM,QR 397,на линии,Yes,🔴 >10 min,,62.146875,65.432403,Нягань | Площадь,3 месяца,42-53V,Нягань [ИП Карасев] [+],1010040815021827,,897010287687523373,Синий,Жесткий,Обычный,2024-09-06 23:40:24,❌ No,No
1021,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,1 км/ч,🟡 48,🟢 28 sat,"6,505 V",SCO2-1.66,SIM,QR 1021,-,Yes,🔴 >10 min,,46.943321,142.716283,,3 месяца,42-53V,Сахалин [ИП Гросфельд] [+],1010040815024021,,8970147000029135191,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1024,Экоскат Кашалот,0 %,Да,Нет,2️⃣,0 км/ч,🟡 48,🟢 22 sat,575 V,SCO2-1.65,SIM,QR 1024,на линии,Yes,🟢 <5 min,,46.965491,142.748708,Сахалин | Парк Гагарина,1 день,42-53V,Сахалин [ИП Гросфельд] [+],1010040815024024,,897010287662382886,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1461,Экоскат Кашалот,99 %,Да,Нет,3️⃣,0 км/ч,🟡 45,🟢 29 sat,"53,069 V",SCO2-1.65,SIM,QR 1461,на линии,Yes,🟢 <5 min,,46.965531,142.748555,Сахалин | Парк Гагарина,1 день,42-53V,Сахалин [ИП Гросфельд] [+],1010040815024461,,897010287662381292,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1469,Экоскат Кашалот,99 %,Да,Нет,2️⃣,0 км/ч,🟢 58,🟢 29 sat,"53,091 V",SCO2-1.68,SIM,QR 1469,на линии,Yes,🟢 <5 min,,46.965468,142.748658,Сахалин | Парк Гагарина,1 день,42-53V,Сахалин [ИП Гросфельд] [+],1010040815024469,,8970147000029135324,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1491,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,25 км/ч,🟡 42,🔴 0 sat,729 V,SCO2-1.65,SIM,QR 1491,-,Yes,🔴 >10 min,,0,0,,1 месяц,42-53V,Сахалин [ИП Гросфельд] [+],1010040815024491,,897010287662381490,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1492,Экоскат Кашалот,44 %,Да,Нет,3️⃣,0 км/ч,🟡 42,🟢 25 sat,"47,053 V",SCO2-1.65,SIM,QR 1492,на линии,Yes,🟢 <5 min,,46.965413,142.748923,Сахалин | Парк Гагарина,11 часов,42-53V,Сахалин [ИП Гросфельд] [+],1010040815024492,,897010287662381912,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1493,Экоскат Кашалот,49 %,Нет,Нет,2️⃣,0 км/ч,🟢 55,🟢 20 sat,"47,745 V",SCO2-1.71,SIM,QR 1493,-,Yes,🔴 >10 min,,46.907968,142.742151,Сахалин | ТЦ Аллея,2 месяца,42-53V,Сахалин [ИП Гросфельд] [+],1010040815024493,,8970147000029135290,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1494,Экоскат Кашалот,97 %,Да,Нет,2️⃣,0 км/ч,🟢 65,🟢 25 sat,"52,884 V",SCO2-1.71,SIM,QR 1494,на линии,Yes,🟢 <5 min,,46.965470,142.748575,Сахалин | Парк Гагарина,13 часов,42-53V,Сахалин [ИП Гросфельд] [+],1010040815024494,,897010287662381581,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1536,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,26 км/ч,🟡 36,🔴 0 sat,194 V,SCO2-1.67,SIM,QR 1536,-,Yes,🔴 >10 min,,0,0,,3 месяца,42-53V,Сахалин [ИП Гросфельд] [+],1010040815024536,,8970147000029135308,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1555,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,1 км/ч,🟢 55,🔴 0 sat,670 V,SCO2-1.71,SIM,QR 1555,ремонт,Yes,🔴 >10 min,,0,0,,3 месяца,42-53V,Сахалин [ИП Гросфельд] [+],1010040815024555,,8970147000029135241,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1579,Экоскат Кашалот,97 %,Да,Нет,3️⃣,0 км/ч,🟡 45,🟢 28 sat,"52,932 V",SCO2-1.65,SIM,QR 1579,на линии,Yes,🟢 <5 min,,46.965478,142.748590,Сахалин | Парк Гагарина,23 часа,42-53V,Сахалин [ИП Гросфельд] [+],1010040815024579,,897010287662382621,Бирюзовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1590,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,19 км/ч,🟡 32,🔴 0 sat,194 V,SCO2-1.65,SIM,QR 1590,-,Yes,🔴 >10 min,,0,0,,3 месяца,42-53V,Сахалин [ИП Гросфельд] [+],"1,01004E+15",,897010287662383595,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
50,Экоскат Кашалот,0 %,Нет,Нет,4️⃣,0 км/ч,🟢 97,🟢 17 sat,0 V,SCO-5.28,SIM,QR 50,-,No,🔴 >10 min,,51.523965,104.149793,Байкальск | Площадь,3 месяца,42-53V,Байкальск [ИП Котовщикова Агент АО КШ],1010040815022138,,8970199240120336481,Оранжевый,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
309,Экоскат Кашалот,0 %,Нет,Нет,4️⃣,0 км/ч,🟢 88,🟢 15 sat,0 V,SCO-5.28,SIM,QR 309,-,No,🔴 >10 min,,51.642662,103.702878,,3 месяца,42-53V,Байкальск [ИП Котовщикова Агент АО КШ],1010040815022114,,8970199240120336671,Малиновый,Средний,Обычный,2024-09-06 23:40:24,❌ No,No
314,Экоскат Кашалот,0 %,Нет,Нет,4️⃣,16 км/ч,🟢 92,🔴 0 sat,0 V,SCO-5.28,SIM,QR 314,-,No,🔴 >10 min,,51.523370,104.148630,Байкальск | Площадь,3 месяца,42-53V,Байкальск [ИП Котовщикова Агент АО КШ],1010040815020966,,8970199220443588323,Малиновый,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
186,Экоскат Кашалот,100 %,Нет,Нет,4️⃣,0 км/ч,🟡 28,🟢 6 sat,"65,381 V",SCO-5.28,SIM,QR 186,-,No,🔴 >10 min,,55.799465,38.985235,,4 месяца,42-53V,Краснотурьинск [ИП Долгополова Агент АО КШ],1010040815021953,,8970199240120336119,Фиолетовый,Мягкий,Бройлер,2024-09-06 23:40:24,❌ No,No
199,Экоскат Кашалот,0 %,Нет,Нет,4️⃣,0 км/ч,🟢 92,🟢 11 sat,0 V,SCO-5.28,SIM,QR 199,-,No,🔴 >10 min,,59.761158,60.177613,Краснотурьинск | Набережная,3 месяца,42-53V,Краснотурьинск [ИП Долгополова Агент АО КШ],1010040815021913,,8970199240120337406,Малиновый,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
262,Экоскат Кашалот,0 %,Нет,Нет,0️⃣,26 км/ч,🟢 87,🟢 8 sat,"1,381 V",SCO2-1.67,SIM,QR 262,-,No,🔴 >10 min,,59.731066,60.210140,,5 месяцев,42-53V,Краснотурьинск [ИП Долгополова Агент АО КШ],1010040815025263,,8970199240120336044,Синий,Средний,Обычный,2024-09-06 23:40:24,❌ No,No
519,Экоскат Кашалот,0 %,Нет,Нет,2️⃣,23 км/ч,🟡 44,🔴 0 sat,0 V,SCO-5.28,SIM,QR 519,-,No,🔴 >10 min,,0,0,,4 месяца,42-53V,Краснотурьинск [ИП Долгополова Агент АО КШ],1010040815022835,,8970199220443583753,Синий,Жесткий,Бройлер,2024-09-06 23:40:24,❌ No,No
521,Экоскат Кашалот,0 %,Нет,Нет,4️⃣,0 км/ч,🟢 84,🟢 14 sat,0 V,SCO-5.28,SIM,QR 521,-,No,🔴 >10 min,,59.761467,60.177488,Краснотурьинск | Набережная,3 месяца,42-53V,Краснотурьинск [ИП Долгополова Агент АО КШ],1010040815021917,,8970199240120336291,Синий,Средний,Обычный,2024-09-06 23:40:24,❌ No,No
189,Экоскат Кашалот,100 %,Нет,Нет,4️⃣,0 км/ч,🟢 76,🟢 21 sat,0 V,SCO-5.28,SIM,QR 189,-,Yes,🔴 >10 min,,55.344019,86.166873,Кемерово | Бульвар Строителей,3 месяца,0-100 (100%),Кемерово [ИП Рычкова] [+],1010040815021927,,897010287687523068,Малиновый,Средний,Обычный,2024-09-06 23:40:24,❌ No,No
197,Экоскат Кашалот,100 %,Нет,Нет,4️⃣,0 км/ч,🟡 48,🟢 17 sat,"49,536 V",SCO-5.28,SIM,QR 197,-,Yes,🔴 >10 min,,55.344142,86.166863,Кемерово | Бульвар Строителей,3 месяца,0-100 (100%),Кемерово [ИП Рычкова] [+],1010040815020641,,897010287687523415,Синий,Жесткий,Бройлер,2024-09-06 23:40:24,❌ No,No
317,Экоскат Кашалот,100 %,Нет,Нет,4️⃣,0 км/ч,🟢 56,🟢 14 sat,"48,528 V",SCO-5.28,SIM,QR 317,-,Yes,🔴 >10 min,,55.344110,86.166897,Кемерово | Бульвар Строителей,3 месяца,0-100 (100%),Кемерово [ИП Рычкова] [+],1010040815021846,,897010287687522938,Малиновый,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
359,Экоскат Кашалот,100 %,Нет,Нет,4️⃣,108 км/ч,🔴 16,🟢 30 sat,0 V,SCO-5.30,SIM,QR 359,-,Yes,🔴 >10 min,,55.238673,86.192202,,3 месяца,0-100 (100%),Кемерово [ИП Рычкова] [+],1010040815021914,,897010287687522052,Малиновый,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
376,Экоскат Кашалот,100 %,Нет,Нет,4️⃣,0 км/ч,🟢 56,🟢 11 sat,0 V,SCO-5.28,SIM,QR 376,-,Yes,🔴 >10 min,,55.344152,86.166790,Кемерово | Бульвар Строителей,3 месяца,0-100 (100%),Кемерово [ИП Рычкова] [+],"1,01004E+15",,897010287687523381,Малиновый,Жесткий,Бройлер,2024-09-06 23:40:24,❌ No,No
377,Экоскат Кашалот,100 %,Нет,Нет,4️⃣,0 км/ч,🟢 52,🟢 19 sat,0 V,SCO-5.28,SIM,QR 377,-,Yes,🔴 >10 min,,55.344088,86.166840,Кемерово | Бульвар Строителей,3 месяца,0-100 (100%),Кемерово [ИП Рычкова] [+],1010040815021082,,897010287687522961,Малиновый,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
379,Экоскат Кашалот,100 %,Нет,Нет,4️⃣,0 км/ч,🟢 52,🟢 17 sat,0 V,SCO-5.28,SIM,QR 379,-,Yes,🔴 >10 min,,55.344092,86.166847,Кемерово | Бульвар Строителей,3 месяца,0-100 (100%),Кемерово [ИП Рычкова] [+],1010040815020598,,897010287687523001,Синий,Мягкий,Бройлер,2024-09-06 23:40:24,❌ No,No
383,Экоскат Кашалот,100 %,Нет,Нет,4️⃣,0 км/ч,🟡 48,🟢 21 sat,"49,549 V",SCO-5.28,SIM,QR 383,-,Yes,🔴 >10 min,,55.354370,86.156790,Кемерово | Бульвар Строителей | Лето Сити,3 месяца,0-100 (100%),Кемерово [ИП Рычкова] [+],1010040815022238,,897010287687523035,Малиновый,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
391,Экоскат Кашалот,100 %,Нет,Нет,4️⃣,0 км/ч,🟢 52,🟢 30 sat,"65,488 V",SCO-5.28,SIM,QR 391,-,Yes,🔴 >10 min,,55.354123,86.156252,,3 месяца,0-100 (100%),Кемерово [ИП Рычкова] [+],1010040815022823,,897010287687522854,Синий,Мягкий,Обычный,2024-09-06 23:40:24,❌ No,No
392,Экоскат Кашалот,100 %,Нет,Нет,4️⃣,0 км/ч,🟢 52,🟢 21 sat,"43,536 V",SCO-5.28,SIM,QR 392,-,Yes,🔴 >10 min,,55.354378,86.156810,Кемерово | Бульвар Строителей | Лето Сити,3 месяца,0-100 (100%),Кемерово [ИП Рычкова] [+],1010040815021852,,897010287687522896,Синий,Средний,Обычный,2024-09-06 23:40:24,❌ No,No
901,Экоскат Тигр,100 %,Нет,Нет,1️⃣,0 км/ч,🟢 72,🟡 3 sat,0 V,SCO-5.08,SIM,QR 901,-,No,🔴 >10 min,,52.296622,104.304790,,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],"1,01004E+15",,8970199220443583639,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
902,Экоскат Тигр,72 %,Нет,Нет,1️⃣,3 км/ч,🟢 60,🔴 0 sat,"20,016 V",SCO-5.08,SIM,QR 902,-,No,🔴 >10 min,,52.296640,104.305070,,4 месяца,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020635,,8970199240120336713,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
903,Экоскат Тигр,0 %,Нет,Нет,2️⃣,0 км/ч,🟢 84,🟢 7 sat,"47,568 V",,SIM,QR 903,-,No,🔴 >10 min,,51.643310,103.703187,,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020592,,897010287687521252,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
907,Экоскат Тигр,0 %,Нет,,,км/ч,🔴,🔴 sat,V,,SIM,QR 907,-,No,🔴 >10 min,,0,0,,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020589,,,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
908,Экоскат Тигр,100 %,Нет,Нет,2️⃣,0 км/ч,🟢 97,🟢 19 sat,"53,856 V",,SIM,QR 908,-,No,🔴 >10 min,,51.854237,104.861287,,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020586,,897010287687521195,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
911,Экоскат Тигр,46 %,Нет,Нет,2️⃣,0 км/ч,🟢 68,🔴 0 sat,"53,136 V",SCO-5.08,SIM,QR 911,-,No,🔴 >10 min,,0,0,,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020563,,897010287687521187,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
917,Экоскат Тигр,0 %,Нет,Нет,2️⃣,0 км/ч,🟢 97,🟢 19 sat,0 V,,SIM,QR 917,-,No,🔴 >10 min,,51.854135,104.861390,,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020639,,897010287687521237,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
918,Экоскат Тигр,0 %,Нет,Нет,1️⃣,4 км/ч,🟢 72,🟢 4 sat,0 V,SCO-5.08,SIM,QR 918,-,No,🔴 >10 min,,52.296475,104.304767,,4 месяца,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020616,,8970199240120336432,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
920,Экоскат Тигр,100 %,Нет,Нет,2️⃣,0 км/ч,🟡 48,🔴 0 sat,"54,528 V",SCO-5.08,SIM,QR 920,-,No,🔴 >10 min,,0,0,,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020452,,897010287687521344,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
928,Экоскат Тигр,0 %,Нет,,,км/ч,🔴,🔴 sat,V,,SIM,QR 928,-,No,🔴 >10 min,,0,0,,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],0,,,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
984,Экоскат Тигр,74 %,Нет,Нет,2️⃣,0 км/ч,🟢 84,🟢 11 sat,"51,264 V",,SIM,QR 984,-,No,🔴 >10 min,,51.843508,104.877458,,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020574,,8970199220443588166,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
986,Экоскат Тигр,35 %,Нет,Нет,1️⃣,0 км/ч,🟡 48,🟢 14 sat,"45,600 V",,SIM,QR 986,ремонт,No,🔴 >10 min,,51.648013,103.704230,,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020653,,8970199231003705306,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
989,Экоскат Тигр,0 %,Нет,Да,1️⃣,12 км/ч,🟡 40,🟢 21 sat,"41,328 V",,SIM,QR 989,-,No,🔴 >10 min,,52.269150,104.279215,Иркутск | Юность,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020601,,897010287687521021,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
990,Экоскат Тигр,27 %,Нет,Нет,2️⃣,0 км/ч,🟢 97,🟢 18 sat,"45,024 V",,SIM,QR 990,-,No,🔴 >10 min,,51.854198,104.861332,,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020636,,897010287687521005,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
992,Экоскат Тигр,100 %,Нет,Нет,2️⃣,0 км/ч,🟢 96,🟢 10 sat,"53,376 V",,SIM,QR 992,-,No,🔴 >10 min,,51.843497,104.877503,,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020566,,8970199231003705223,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
994,Экоскат Тигр,0 %,Нет,Нет,2️⃣,0 км/ч,🔴,🔴 0 sat,"38,640 V",,SIM,QR 994,ремонт,No,🔴 >10 min,,51.647830,103.704150,,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020584,,8970199231003705306,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
996,Экоскат Тигр,100 %,Нет,Нет,1️⃣,0 км/ч,🟢 92,🟢 19 sat,"54,096 V",,SIM,QR 996,-,No,🔴 >10 min,,52.269550,104.280107,Иркутск | Юность,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020603,,897010287687521104,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
997,Экоскат Тигр,80 %,Нет,Нет,1️⃣,0 км/ч,🟢 64,🟢 19 sat,"52,128 V",,SIM,QR 997,-,No,🔴 >10 min,,52.268813,104.279555,Иркутск | Юность,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020607,,897010287687521088,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
998,Экоскат Тигр,55 %,Нет,Нет,1️⃣,0 км/ч,🟢 60,🟢 20 sat,"48,816 V",,SIM,QR 998,-,No,🔴 >10 min,,52.269435,104.278997,Иркутск | Юность,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020656,,897010287687521062,Тигр,Тигр,,2024-09-06 23:40:24,❌ No,No
999,Экоскат Тигр,93 %,Нет,Нет,2️⃣,0 км/ч,🟢 52,🔴 0 sat,"52,512 V",,SIM,QR 999,-,No,🔴 >10 min,,0,0,,1 год,42-53V,Иркутск Тигры [ИП Тугутов Агент АО КШ],1010040815020657,,897010287687521146,Тигр,Тигр,,2024-11-24 18:12:05,❌ No,No
1019,Экоскат Кашалот,0 %,Нет,Нет,4️⃣,0 км/ч,🟡 48,🔴 0 sat,575 V,SCO2-1.63,SIM,QR 1019,-,Yes,🔴 >10 min,,0,0,,2 месяца,42-53V,Томск [ИП Филиппов] [+],1010040815024019,,897010287662382878,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1022,Экоскат Кашалот,0 %,Нет,Нет,4️⃣,3 км/ч,🟡 45,🔴 0 sat,381 V,SCO2-1.63,SIM,QR 1022,-,Yes,🔴 >10 min,,0,0,,2 месяца,42-53V,Томск [ИП Филиппов] [+],1010040815024022,,897010287662380021,Салатовый,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
1031,Экоскат Кашалот,0 %,Нет,Нет,5️⃣,4 км/ч,🟡 36,🔴 0 sat,288 V,SCO2-1.63,SIM,QR 1031,-,Yes,🔴 >10 min,,0,0,,2 месяца,42-53V,Томск [ИП Филиппов] [+],1010040815024031,,897010287662382829,Голубой,Мягкий,Обычный,2025-09-23 13:11:53,❌ No,No
